customer_id,customer_name,email,registration_date,customer_type,email_valid
C0368,Orinder Mishra,desaidhriti@example.org,2024-05-25,VIP,True
C0369,Dalaja Dada,kashvidhaliwal@example.net,2024-12-02,REGULAR,True
C0370,Omya Devi,lsampath@example.com,2023-10-01,PREMIUM,True
C0371,Ojas Suri,logan25@example.com,2024-07-20,REGULAR,True
C0372,Jagrati Andra,mdeshpande@example.com,2026-01-10,REGULAR,True
C0373,Nilima Swamy,fsawhney@example.org,2025-03-08,VIP,True
C0374,Azaan Kannan,bachittar43@example.net,2024-03-22,VIP,True
C0375,Om Shankar,hvaidya@example.net,2024-03-27,REGULAR,True
C0376,Amrita Peri,sastrytejas@example.com,2025-10-03,PREMIUM,True
C0377,Yug Mishra,senguptaadya@example.com,2024-12-24,VIP,True
C0378,Reva Dalal,shauryapanchal@example.net,2024-05-14,REGULAR,True
C0379,Noah Dewan,samuelbhargava@example.net,2023-10-22,REGULAR,True
C0380,Avni Yohannan,ekiyamaster@example.com,2023-04-21,PREMIUM,True
C0381,Yoshita Chandran,nishabhargava@example.com,2025-03-17,VIP,True
C0382,Kevin Krish,ekantakota@example.net,2023-11-06,VIP,True
C0383,Vrishti Dhar,oeshi67@example.org,2024-02-28,REGULAR,True
C0384,Neha Varma,jyoti77@example.com,2026-03-29,PREMIUM,True
C0385,Girik Shanker,dev86@example.org,2025-10-19,REGULAR,True
C0386,Siddharth Talwar,ekantika45@example.net,2023-06-09,REGULAR,True
C0387,Vedhika Oza,batrahardik@example.net,2024-05-15,VIP,True
C0388,Amol Dash,ridhishan@example.org,2023-06-03,PREMIUM,True
C0389,Samaksh Deo,nathan41@example.net,2025-08-01,PREMIUM,True
C0390,Zashil Butala,noah06@example.net,2023-09-15,VIP,True
C0391,Vivaan Sanghvi,chandranaarav@example.org,2024-11-18,REGULAR,True
C0392,Faras Deo,zilmilsaxena@example.org,2025-03-26,PREMIUM,True
C0393,Hemal Dara,edeo@example.org,2025-02-15,PREMIUM,True
C0394,Leela Chakraborty,chauhandhriti@example.com,2024-05-22,VIP,True
C0395,Laksh Raja,lukebiswas@example.net,2024-06-09,REGULAR,True
C0396,Nitesh Sarraf,tanay26@example.net,2025-05-21,REGULAR,True
C0397,Teerth Chadha,deyjatin@example.net,2023-11-25,REGULAR,True
C0398,Indali Sanghvi,logan34@example.net,2026-05-01,REGULAR,True
C0399,Yuvraj Mane,mitrasamesh@example.net,2025-01-31,REGULAR,True
C0400,Manya Merchant,khatriwarda@example.com,2025-04-19,REGULAR,True
C0401,Wridesh Tata,wableadvik@example.com,2023-05-05,REGULAR,True
C0402,Kevin Ram,ipau@example.net,2025-02-21,PREMIUM,True
C0403,Urishilla Bora,birakshay@example.com,2026-06-08,PREMIUM,True
C0404,Balveer Bhasin,stoor@example.net,2025-08-21,REGULAR,True
C0405,Pallavi Ratti,yadavmichael@example.com,2025-06-21,REGULAR,True
C0406,Dayita Brar,nachiketyadav@example.com,2026-04-22,REGULAR,True
C0407,Dominic Mukherjee,dkhareexample.org,2024-08-19,REGULAR,False
C0408,Radha D’Alia,tbhakta@example.net,2026-02-26,REGULAR,True
C0409,Jagdish Arora,advaygade@example.com,2023-07-02,REGULAR,True
C0410,Zansi Lad,kamyadate@example.net,2023-10-12,PREMIUM,True
C0411,Jacob Balan,pushti48@example.org,2023-07-28,VIP,True
C0412,Faraj Taneja,xvaidya@example.org,2023-08-17,REGULAR,True
C0413,Ojas Pillai,aadhyachauhan@example.net,2026-03-17,VIP,True
C0414,Vedant Upadhyay,basuadvik@example.org,2023-07-12,PREMIUM,True
C0415,Urmi Patla,ldoctor@example.org,2026-04-11,REGULAR,True
C0416,Udarsh Nagy,omajanagarajan@example.com,2024-03-13,PREMIUM,True
C0417,Kashish Dar,golaudant@example.net,2023-09-13,VIP,True
C0418,Nandini Biswas,xmandal@example.com,2026-01-14,REGULAR,True
C0419,Gabriel Shan,pillaysai@example.com,2025-08-14,REGULAR,True
C0420,Xavier Shetty,wakeeta38@example.org,2023-05-17,VIP,True
C0421,Abeer Rout,kaulhiral@example.net,2023-06-23,PREMIUM,True
C0422,Gautami Agarwal,gmohanty@example.org,2024-01-14,REGULAR,True
C0423,Oni Swamy,dharati@example.org,2025-10-22,VIP,True
C0424,Vincent Venkatesh,dpradhan@example.net,2023-05-11,VIP,True
C0425,Girish Tiwari,meeraborde@example.net,2024-01-15,PREMIUM,True
C0426,Radhika De,bishakhalal@example.com,2024-02-17,PREMIUM,True
C0427,Eta Nadkarni,omagar@example.org,2024-03-19,PREMIUM,True
C0428,Laban Chopra,hiteshgala@example.com,2024-09-11,PREMIUM,True
C0429,Dipta Ray,wasonishita@example.org,2025-01-07,PREMIUM,True
C0430,Darika Sheth,jagdish12@example.net,2023-10-16,REGULAR,True
C0431,Banjeet Kale,manbir13@example.com,2025-12-21,REGULAR,True
C0432,Yochana Bawa,abha20@example.com,2024-05-11,REGULAR,True
C0433,Zaid Chandra,zchaudry@example.org,2023-04-20,VIP,True
C0434,Advik Bhatia,kalpithora@example.com,2025-10-06,PREMIUM,True
C0435,Frado Lad,bainsdhruv@example.org,2024-01-29,VIP,True
C0436,Kabir Chanda,jason07@example.org,2024-11-01,VIP,True
C0437,Rachita Rana,ybalan@example.net,2025-11-13,VIP,True
C0438,Orinder Pandya,rachitmaharaj@example.com,2025-08-01,VIP,True
C0439,Manthan Banerjee,chakrikatara@example.com,2025-11-04,PREMIUM,True
C0440,Darsh Chahal,leela26@example.org,2024-05-22,REGULAR,True
C0441,Anirudh Raja,varsha87@example.com,2025-03-07,PREMIUM,True
C0442,Lipika Madan,atharvnagar@example.net,2023-04-30,REGULAR,True
C0443,Ayushman Mand,sodhiishita@example.net,2024-12-13,REGULAR,True
C0444,Nathaniel Chaudhry,wrideshlata@example.net,2024-09-19,PREMIUM,True
C0445,Theodore Rama,oscar23@example.net,2025-06-07,REGULAR,True
C0446,Jagrati Bala,lucky93@example.com,2024-03-15,REGULAR,True
C0447,Parth Swaminathan,chanadaksh@example.org,2026-04-12,REGULAR,True
C0448,Anmol Vyas,vacharya@example.net,2025-03-30,PREMIUM,True
C0449,Kalpit Oak,ekiyabhargava@example.org,2024-07-15,REGULAR,True
C0450,Lucky Choudhry,elijah56@example.net,2024-08-18,VIP,True
C0451,Gayathri Mittal,laban26@example.net,2026-02-26,REGULAR,True
C0452,Edhitha Ghosh,udant92@example.com,2026-03-04,VIP,True
C0453,Chaitaly Datta,aaravraman@example.net,2023-12-19,VIP,True
C0454,Qabil Nadkarni,hemangtaneja@example.org,2023-12-21,PREMIUM,True
C0455,Faras Khanna,ekaja21@example.net,2023-07-30,REGULAR,True
C0456,Sanya Apte,shaurya31@example.com,2025-10-29,PREMIUM,True
C0457,Hritik Agarwal,rajuraksha@example.net,2023-09-21,VIP,True
C0458,Ojas Sachdev,wradhakrishnan@example.net,2026-03-12,REGULAR,True
C0459,Harrison Srinivas,nicholasseth@example.org,2026-02-21,REGULAR,True
C0460,Chaitaly Bahri,advika11@example.com,2025-04-07,REGULAR,True
C0461,Keya Dyal,chanderhamsini@example.net,2024-10-29,PREMIUM,True
C0462,Azaan Sankar,radhadugar@example.org,2023-08-30,VIP,True
C0463,Garima Jha,nimratzachariah@example.com,2025-09-22,PREMIUM,True
C0464,Chameli Khanna,bawamaya@example.net,2025-02-27,VIP,True
C0465,Mitesh Bhagat,aarush61@example.com,2024-06-18,REGULAR,True
C0466,Ryan Chatterjee,jhaverionkar@example.net,2026-03-19,PREMIUM,True
C0467,Finn Solanki,morarmitaliexample.com,2024-09-10,VIP,False
C0468,Alka Chand,xgoyal@example.com,2024-03-07,VIP,True
C0469,Rachit Sehgal,lallria@example.com,2024-10-29,REGULAR,True
C0470,Upkaar Luthra,doragunbir@example.org,2024-08-17,REGULAR,True
C0471,Odika Karan,ramomya@example.net,2023-11-14,VIP,True
C0472,Warinder Soni,farhan60@example.net,2025-12-15,PREMIUM,True
C0473,Jai Sen,oliverkakar@example.org,2025-01-31,PREMIUM,True
C0474,Brijesh Sampath,saransaksham@example.net,2023-07-06,REGULAR,True
C0475,Aarna Nagarajan,chahallipika@example.net,2024-09-16,VIP,True
C0476,Eshana Majumdar,yarora@example.net,2024-07-31,REGULAR,True
C0477,Isaiah Sachdeva,manbirchaudhry@example.org,2025-10-23,VIP,True
C0478,Bhavika Wason,nirja46@example.net,2024-06-28,PREMIUM,True
C0479,Urvashi Barad,anyarau@example.org,2025-08-15,REGULAR,True
C0480,Balvan Randhawa,wazir07@example.com,2025-01-05,REGULAR,True
C0481,Anmol Nazareth,deepa47@example.net,2025-08-04,VIP,True
C0482,Vedant Desai,saanvi54@example.net,2023-09-06,PREMIUM,True
C0483,Gaurav Guha,akakar@example.net,2023-12-07,VIP,True
C0484,Zaitra Prakash,varmanathan@example.org,2023-04-14,VIP,True
C0485,Yashawini Raval,ayushghose@example.org,2024-08-21,VIP,True
C0486,Dalbir Krish,shanchandresh@example.com,2023-12-26,REGULAR,True
C0487,Anusha Pillay,ztiwari@example.net,2024-10-01,PREMIUM,True
C0488,Azaan Khurana,vrinda97@example.org,2024-06-23,VIP,True
C0489,Inaya Padmanabhan,aarnachana@example.com,2023-11-11,PREMIUM,True
C0490,Libni Bawa,tanishkant@example.net,2024-05-19,PREMIUM,True
C0491,Samuel Luthra,bvarghese@example.net,2025-12-11,VIP,True
C0492,Urvi Deo,abhiramkapur@example.com,2024-04-17,PREMIUM,True
C0493,Anvi Sampath,dpalla@example.com,2026-03-21,PREMIUM,True
C0494,Unnati Mittal,achaudry@example.net,2023-03-31,VIP,True
C0495,Barkha Misra,subramaniamdevansh@example.com,2023-10-13,VIP,True
C0496,Ekta Malhotra,chanchal32@example.net,2026-02-07,PREMIUM,True
C0497,Dakshesh Raval,logan07@example.com,2024-07-10,VIP,True
C0498,Omya Ravel,lbanik@example.net,2025-06-25,REGULAR,True
C0499,Hemal Kapadia,gparmer@example.com,2023-12-30,PREMIUM,True
C0500,Pratyush Memon,sinhakabir@example.net,2025-07-23,PREMIUM,True
C_UNKNOWN,Unknown Customer,unknown@example.com,1900-01-01,REGULAR,True
